Data as of,Start Date,End Date,Group,Year,Month,MMWR Week,Week Ending Date,State,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
10/24/24,9/25/22,10/1/22,By Week,2022,,39,10/1/22,Texas,162,4188,114,261,57,,369,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/2/22,10/8/22,By Week,2022,,40,10/8/22,Texas,132,4332,114,251,50,,338,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/9/22,10/15/22,By Week,2022,,41,10/15/22,Texas,116,4396,116,254,53,,325,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/16/22,10/22/22,By Week,2022,,42,10/22/22,Texas,100,4466,117,278,39,,347,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/23/22,10/29/22,By Week,2022,,43,10/29/22,Texas,77,4287,111,240,27,13,303,
10/24/24,10/30/22,11/5/22,By Week,2022,,44,11/5/22,Texas,77,4297,109,244,25,19,314,
10/24/24,11/6/22,11/12/22,By Week,2022,,45,11/12/22,Texas,82,4424,112,255,37,26,325,
10/24/24,11/13/22,11/19/22,By Week,2022,,46,11/19/22,Texas,80,4448,112,278,32,25,350,
10/24/24,11/20/22,11/26/22,By Week,2022,,47,11/26/22,Texas,121,4752,118,308,43,50,435,
10/24/24,11/27/22,12/3/22,By Week,2022,,48,12/3/22,Texas,145,4981,123,365,67,68,506,
10/24/24,12/4/22,12/10/22,By Week,2022,,49,12/10/22,Texas,160,4899,122,391,81,58,522,
10/24/24,12/11/22,12/17/22,By Week,2022,,50,12/17/22,Texas,172,4761,114,347,81,52,489,
10/24/24,12/18/22,12/24/22,By Week,2022,,51,12/24/22,Texas,200,4867,111,375,87,31,515,
10/24/24,12/25/22,12/31/22,By Week,2022,,52,12/31/22,Texas,227,5200,121,430,103,36,586,
10/24/24,1/1/23,1/7/23,By Week,2023,,1,1/7/23,Texas,269,5164,116,426,115,39,616,
10/24/24,1/8/23,1/14/23,By Week,2023,,2,1/14/23,Texas,282,4942,108,422,135,30,595,
10/24/24,1/15/23,1/21/23,By Week,2023,,3,1/21/23,Texas,248,4913,111,425,138,19,552,
10/24/24,1/22/23,1/28/23,By Week,2023,,4,1/28/23,Texas,226,4676,109,379,111,20,512,
10/24/24,1/29/23,2/4/23,By Week,2023,,5,2/4/23,Texas,195,4652,109,364,82,11,484,
10/24/24,2/5/23,2/11/23,By Week,2023,,6,2/11/23,Texas,172,4699,110,355,85,11,452,
10/24/24,2/12/23,2/18/23,By Week,2023,,7,2/18/23,Texas,149,4775,113,342,68,13,434,
10/24/24,2/19/23,2/25/23,By Week,2023,,8,2/25/23,Texas,145,4761,115,342,82,,411,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/26/23,3/4/23,By Week,2023,,9,3/4/23,Texas,126,4535,111,310,51,,388,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/5/23,3/11/23,By Week,2023,,10,3/11/23,Texas,117,4499,107,322,48,,393,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/12/23,3/18/23,By Week,2023,,11,3/18/23,Texas,115,4456,110,286,48,,359,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/19/23,3/25/23,By Week,2023,,12,3/25/23,Texas,93,4653,116,286,45,,339,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/26/23,4/1/23,By Week,2023,,13,4/1/23,Texas,80,4504,116,254,37,,301,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/2/23,4/8/23,By Week,2023,,14,4/8/23,Texas,77,4403,115,282,38,,326,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/9/23,4/15/23,By Week,2023,,15,4/15/23,Texas,81,4412,114,250,36,,299,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/16/23,4/22/23,By Week,2023,,16,4/22/23,Texas,88,4287,112,279,39,,330,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/23/23,4/29/23,By Week,2023,,17,4/29/23,Texas,64,4241,112,244,25,0,283,
10/24/24,4/30/23,5/6/23,By Week,2023,,18,5/6/23,Texas,56,4541,119,257,24,,295,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/7/23,5/13/23,By Week,2023,,19,5/13/23,Texas,52,4297,115,257,25,,285,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/14/23,5/20/23,By Week,2023,,20,5/20/23,Texas,59,4184,111,253,34,,281,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/21/23,5/27/23,By Week,2023,,21,5/27/23,Texas,36,4122,112,240,21,,257,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/28/23,6/3/23,By Week,2023,,22,6/3/23,Texas,39,4357,117,258,15,,283,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/4/23,6/10/23,By Week,2023,,23,6/10/23,Texas,36,4294,114,253,16,,275,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/11/23,6/17/23,By Week,2023,,24,6/17/23,Texas,38,4302,117,221,12,,250,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/18/23,6/24/23,By Week,2023,,25,6/24/23,Texas,36,4436,120,232,17,,252,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/25/23,7/1/23,By Week,2023,,26,7/1/23,Texas,25,4376,119,225,,,245,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/2/23,7/8/23,By Week,2023,,27,7/8/23,Texas,18,4269,116,215,,0,230,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/9/23,7/15/23,By Week,2023,,28,7/15/23,Texas,26,4310,119,235,13,,250,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/16/23,7/22/23,By Week,2023,,29,7/22/23,Texas,44,4402,121,223,15,,255,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/23/23,7/29/23,By Week,2023,,30,7/29/23,Texas,29,4215,115,223,12,,242,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/30/23,8/5/23,By Week,2023,,31,8/5/23,Texas,52,4378,117,224,20,,257,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/6/23,8/12/23,By Week,2023,,32,8/12/23,Texas,62,4482,122,231,29,,266,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/13/23,8/19/23,By Week,2023,,33,8/19/23,Texas,74,4248,116,246,27,,297,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/20/23,8/26/23,By Week,2023,,34,8/26/23,Texas,60,4399,118,230,24,,268,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/27/23,9/2/23,By Week,2023,,35,9/2/23,Texas,88,4214,116,235,42,,283,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/3/23,9/9/23,By Week,2023,,36,9/9/23,Texas,109,4438,121,256,48,,320,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/10/23,9/16/23,By Week,2023,,37,9/16/23,Texas,103,4249,115,247,49,,306,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/17/23,9/23/23,By Week,2023,,38,9/23/23,Texas,105,4267,118,248,46,,310,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/24/23,9/30/23,By Week,2023,,39,9/30/23,Texas,81,4318,117,271,42,,315,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/1/23,10/7/23,By Week,2023,,40,10/7/23,Texas,85,4292,113,246,35,,297,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/8/23,10/14/23,By Week,2023,,41,10/14/23,Texas,83,4237,112,259,31,,317,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/15/23,10/21/23,By Week,2023,,42,10/21/23,Texas,70,4400,115,288,35,,326,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/22/23,10/28/23,By Week,2023,,43,10/28/23,Texas,66,4269,111,288,35,,326,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/29/23,11/4/23,By Week,2023,,44,11/4/23,Texas,68,4306,109,266,29,,312,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/5/23,11/11/23,By Week,2023,,45,11/11/23,Texas,79,4546,115,286,41,,329,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/12/23,11/18/23,By Week,2023,,46,11/18/23,Texas,72,4406,111,277,28,15,336,
10/24/24,11/19/23,11/25/23,By Week,2023,,47,11/25/23,Texas,73,4489,111,276,33,16,330,
10/24/24,11/26/23,12/2/23,By Week,2023,,48,12/2/23,Texas,87,4571,113,302,39,15,364,
10/24/24,12/3/23,12/9/23,By Week,2023,,49,12/9/23,Texas,64,4691,116,326,24,19,382,
10/24/24,12/10/23,12/16/23,By Week,2023,,50,12/16/23,Texas,72,4720,113,291,35,23,350,
10/24/24,12/17/23,12/23/23,By Week,2023,,51,12/23/23,Texas,92,4769,109,320,42,46,413,
10/24/24,12/24/23,12/30/23,By Week,2023,,52,12/30/23,Texas,122,4835,112,350,51,46,464,
10/24/24,12/31/23,1/6/24,By Week,2024,,1,1/6/24,Texas,132,5089,114,366,61,60,492,
10/24/24,12/29/19,1/4/20,By Week,2019/2020,,1,1/4/20,Washington,0,1183,95,80,0,12,92,
10/24/24,1/5/20,1/11/20,By Week,2020,,2,1/11/20,Washington,0,1246,95,80,0,13,93,
10/24/24,1/12/20,1/18/20,By Week,2020,,3,1/18/20,Washington,0,1221,97,66,0,15,81,
10/24/24,1/19/20,1/25/20,By Week,2020,,4,1/25/20,Washington,0,1192,97,75,0,,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/26/20,2/1/20,By Week,2020,,5,2/1/20,Washington,0,1200,102,71,0,,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/2/20,2/8/20,By Week,2020,,6,2/8/20,Washington,0,1180,100,73,0,,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/9/20,2/15/20,By Week,2020,,7,2/15/20,Washington,0,1179,97,85,0,11,96,
10/24/24,2/16/20,2/22/20,By Week,2020,,8,2/22/20,Washington,0,1115,95,70,0,,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/23/20,2/29/20,By Week,2020,,9,2/29/20,Washington,,1135,97,81,,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/1/20,3/7/20,By Week,2020,,10,3/7/20,Washington,21,1208,105,100,14,16,122,
10/24/24,3/8/20,3/14/20,By Week,2020,,11,3/14/20,Washington,28,1165,100,91,16,,111,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/15/20,3/21/20,By Week,2020,,12,3/21/20,Washington,65,1224,103,121,28,17,174,
10/24/24,3/22/20,3/28/20,By Week,2020,,13,3/28/20,Washington,126,1294,117,167,66,,234,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/29/20,4/4/20,By Week,2020,,14,4/4/20,Washington,160,1305,114,162,85,,245,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/5/20,4/11/20,By Week,2020,,15,4/11/20,Washington,149,1304,116,140,85,0,204,
10/24/24,4/12/20,4/18/20,By Week,2020,,16,4/18/20,Washington,125,1251,116,131,70,,190,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/19/20,4/25/20,By Week,2020,,17,4/25/20,Washington,108,1231,119,110,52,,167,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/26/20,5/2/20,By Week,2020,,18,5/2/20,Washington,80,1157,106,97,42,,137,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/3/20,5/9/20,By Week,2020,,19,5/9/20,Washington,88,1211,112,88,45,,133,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/10/20,5/16/20,By Week,2020,,20,5/16/20,Washington,71,1138,104,94,36,,131,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/17/20,5/23/20,By Week,2020,,21,5/23/20,Washington,49,1114,110,70,24,0,95,
10/24/24,5/24/20,5/30/20,By Week,2020,,22,5/30/20,Washington,37,1058,101,65,19,0,83,
10/24/24,5/31/20,6/6/20,By Week,2020,,23,6/6/20,Washington,35,1055,99,48,18,0,65,
10/24/24,6/7/20,6/13/20,By Week,2020,,24,6/13/20,Washington,44,1101,107,65,24,,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/14/20,6/20/20,By Week,2020,,25,6/20/20,Washington,31,1133,110,62,14,0,79,
10/24/24,6/21/20,6/27/20,By Week,2020,,26,6/27/20,Washington,41,1084,104,54,18,0,77,
10/24/24,6/28/20,7/4/20,By Week,2020,,27,7/4/20,Washington,44,1126,106,75,22,0,97,
10/24/24,7/5/20,7/11/20,By Week,2020,,28,7/11/20,Washington,58,1162,109,85,30,0,113,
10/24/24,7/12/20,7/18/20,By Week,2020,,29,7/18/20,Washington,51,1180,114,72,29,0,94,
10/24/24,7/19/20,7/25/20,By Week,2020,,30,7/25/20,Washington,77,1180,116,85,36,,127,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/26/20,8/1/20,By Week,2020,,31,8/1/20,Washington,92,1229,119,87,38,,142,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/2/20,8/8/20,By Week,2020,,32,8/8/20,Washington,85,1234,119,90,37,0,138,
10/24/24,8/9/20,8/15/20,By Week,2020,,33,8/15/20,Washington,77,1174,114,79,34,0,122,
10/24/24,8/16/20,8/22/20,By Week,2020,,34,8/22/20,Washington,52,1199,120,84,27,0,109,
10/24/24,8/23/20,8/29/20,By Week,2020,,35,8/29/20,Washington,46,1118,109,65,26,,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/30/20,9/5/20,By Week,2020,,36,9/5/20,Washington,42,1240,118,64,16,0,90,
10/24/24,9/6/20,9/12/20,By Week,2020,,37,9/12/20,Washington,31,1146,114,72,17,0,86,
